0_0: PFC10_API0036
1_5053: TGME49_290170
1_5054: TGME49_290180
1_5055: TGME49_290190
1_5056: TGME49_290200
1_5057: TGME49_290210
1_5058: TGME49_290225
1_5059: TGME49_290240
1_5060: TGME49_290250
1_5061: TGME49_290260
1_5062: TGME49_290270
1_5063: TGME49_290280
1_5064: TGME49_290290
1_5065: TGME49_290300
1_5066: TGME49_290310
1_5067: TGME49_290330
1_5068: TGME49_290340
1_5069: TGME49_290460
1_5070: TGME49_290570
1_5071: TGME49_290580
1_5072: TGME49_290585
1_5073: TGME49_290590
1_5074: TGME49_290600
1_5075: TGME49_290605
1_5076: TGME49_290610
1_5077: TGME49_290620
1_5078: TGME49_290630
1_5079: TGME49_290640
1_5080: TGME49_290645
1_5081: TGME49_290650
1_5082: TGME49_290660
1_5083: TGME49_290670
1_5084: TGME49_290678
1_5085: TGME49_290682
1_5086: TGME49_290700
1_5087: TGME49_290710
1_5088: TGME49_290720
1_5089: TGME49_290730
1_5090: TGME49_290740
1_5091: TGME49_290840
1_5092: TGME49_290850
1_5093: TGME49_290860
1_5094: TGME49_290870
1_5095: TGME49_290880
1_5096: TGME49_290890
1_5097: TGME49_290900
1_5098: TGME49_290910
1_5099: TGME49_290920
1_5100: TGME49_290923
1_5101: TGME49_290925
1_5102: TGME49_290930
1_5103: TGME49_290940
1_5104: TGME49_290950
1_5105: TGME49_290960
1_5106: TGME49_290970
1_5107: TGME49_290980
1_5108: TGME49_290990
1_5109: TGME49_291000
1_5110: TGME49_291005
1_5111: TGME49_291010
1_5112: TGME49_291020
1_5113: TGME49_291030
1_5114: TGME49_291040
1_5115: TGME49_291050
1_5116: TGME49_291070
1_5117: TGME49_291075
1_5118: TGME49_291080
1_5119: TGME49_291090
1_5120: TGME49_291120
1_5121: TGME49_291130
1_5122: TGME49_291140
1_5123: TGME49_291150
1_5124: TGME49_291160
1_5125: TGME49_291170
1_5126: TGME49_291180
1_5127: TGME49_291300
1_5128: TGME49_291310
1_5129: TGME49_291320
1_5130: TGME49_291330
1_5131: TGME49_291340
1_5132: TGME49_291350
1_5133: TGME49_291580
1_5134: TGME49_291590
1_5135: TGME49_291600
1_5136: TGME49_291620
1_5137: TGME49_291630
1_5138: TGME49_291640
1_5139: TGME49_291650
1_5140: TGME49_291660
1_5141: TGME49_291670
1_5142: TGME49_291680
1_5143: TGME49_291690
1_5144: TGME49_291800
1_5145: TGME49_291810
1_5146: TGME49_291820
1_5147: TGME49_291830
1_5148: TGME49_291840
1_5149: TGME49_291850
1_5150: TGME49_291860
1_5151: TGME49_291880
1_5152: TGME49_291890
1_5153: TGME49_291900
1_5154: TGME49_291910
1_5155: TGME49_291920
1_5156: TGME49_291930
1_5157: TGME49_291940
1_5158: TGME49_291950
1_5159: TGME49_291960
1_5160: TGME49_291970
1_5161: TGME49_291980
1_5162: TGME49_292000
1_5163: TGME49_292010
1_5164: TGME49_292020
1_5165: TGME49_292035
1_5166: TGME49_292055
1_5167: TGME49_292070
1_5168: TGME49_292080
1_5169: TGME49_292100
1_5170: TGME49_292110
1_5171: TGME49_292120
1_5172: TGME49_292130
1_5173: TGME49_292140
1_5174: TGME49_292150
1_5175: TGME49_292160
1_5176: TGME49_292170
1_5177: TGME49_292190
1_5178: TGME49_292200
1_5179: TGME49_292220
1_5180: TGME49_292235
1_5181: TGME49_292245
1_5182: TGME49_292250
1_5183: TGME49_292260
1_5184: TGME49_292270
1_5185: TGME49_292275
1_5186: TGME49_292280
1_5187: TGME49_292290
1_5188: TGME49_292300
1_5189: TGME49_292310
1_5190: TGME49_292320
1_5191: TGME49_292325
1_5192: TGME49_292330
1_5193: TGME49_292335
1_5194: TGME49_292340
1_5195: TGME49_292350
1_5196: TGME49_292360
1_5197: TGME49_292375
1_5198: TGME49_292390
1_5199: TGME49_299570
1_5200: TGME49_304870
1_5201: TGME49_304880
1_5202: TGME49_304890
1_5203: TGME49_304900
1_5204: TGME49_304910
1_5205: TGME49_304920
1_5206: TGME49_304930
1_5207: TGME49_304955
1_5208: TGME49_304970
1_5209: TGME49_304980
1_5210: TGME49_304990
1_5211: TGME49_305000
1_5212: TGME49_305010
1_5213: TGME49_305020
1_5214: TGME49_305030
1_5215: TGME49_305040
1_5216: TGME49_305050
1_5217: TGME49_305060
1_5218: TGME49_305070
1_5219: TGME49_305080
1_5220: TGME49_305090
1_5221: TGME49_305100
1_5222: TGME49_305110
1_5223: TGME49_305120
1_5224: TGME49_305130
1_5225: TGME49_305140
1_5226: TGME49_305150
1_5227: TGME49_305160
1_5228: TGME49_305180
1_5229: TGME49_305190
1_5230: TGME49_305200
1_5231: TGME49_305220
1_5232: TGME49_305230
1_5233: TGME49_305240
1_5234: TGME49_305250
1_5235: TGME49_305260
1_5236: TGME49_305270
1_5237: TGME49_305280
1_5238: TGME49_305290
1_5239: TGME49_305310
1_5240: TGME49_305315
1_5241: TGME49_305320
1_5242: TGME49_305330
1_5243: TGME49_305340
1_5244: TGME49_305450
1_5245: TGME49_305455
1_5246: TGME49_305460
1_5247: TGME49_305470
1_5248: TGME49_305480
1_5249: TGME49_305485
1_5250: TGME49_305490
1_5251: TGME49_305498
1_5252: TGME49_305510
1_5253: TGME49_305520
1_5254: TGME49_305530
1_5255: TGME49_305540
1_5256: TGME49_305560
1_5257: TGME49_305570
1_5258: TGME49_305580
1_5259: TGME49_305590
1_5260: TGME49_305600
1_5261: TGME49_305610
1_5262: TGME49_305620
1_5263: TGME49_305630
1_5264: TGME49_305635
1_5265: TGME49_305640
1_5266: TGME49_305750
1_5267: TGME49_305760
1_5268: TGME49_305770
1_5269: TGME49_305780
1_5270: TGME49_305790
1_5271: TGME49_305800
1_5272: TGME49_305810
1_5273: TGME49_305820
1_5274: TGME49_305830
1_5275: TGME49_305840
1_5276: TGME49_305850
1_5277: TGME49_305860
1_5278: TGME49_305870
1_5279: TGME49_305890
1_5280: TGME49_305900
1_5281: TGME49_305910
1_5282: TGME49_305920
1_5283: TGME49_305930
1_5284: TGME49_305940
1_5285: TGME49_305950
1_5286: TGME49_305980
1_5287: TGME49_305990
1_5288: TGME49_306000
1_5289: TGME49_306010
1_5290: TGME49_306020
1_5291: TGME49_306030
1_5292: TGME49_306035
1_5293: TGME49_306040
1_5294: TGME49_306050
1_5295: TGME49_306060
1_5296: TGME49_306070
1_5297: TGME49_306080
1_5298: TGME49_306190
1_5299: TGME49_306195
1_5300: TGME49_306200
1_5301: TGME49_306210
1_5302: TGME49_306220
1_5303: TGME49_306230
1_5304: TGME49_306235
1_5305: TGME49_306240
1_5306: TGME49_306250
1_5307: TGME49_306260
1_5308: TGME49_306270
1_5309: TGME49_306280
1_5310: TGME49_306290
1_5311: TGME49_306300
1_5312: TGME49_306310
1_5313: TGME49_306320
1_5314: TGME49_306330
1_5315: TGME49_306334
1_5316: TGME49_306338
1_5317: TGME49_306342
1_5318: TGME49_306350
1_5319: TGME49_306370
1_5320: TGME49_306380
1_5321: TGME49_306390
1_5322: TGME49_306400
1_5323: TGME49_306410
1_5324: TGME49_306430
1_5325: TGME49_306440
1_5326: TGME49_306450
1_5327: TGME49_306455
1_5328: TGME49_306460
1_5329: TGME49_306470
1_5330: TGME49_306480
1_5331: TGME49_306490
1_5332: TGME49_306500
1_5333: TGME49_306510
1_5334: TGME49_306520
1_5335: TGME49_306530
1_5336: TGME49_306540
1_5337: TGME49_306550
1_5338: TGME49_306560
1_5339: TGME49_306570
1_5340: TGME49_306580
1_5341: TGME49_306590
1_5342: TGME49_306600
1_5343: TGME49_306610
1_5344: TGME49_306620
1_5345: TGME49_306630
1_5346: TGME49_306640
1_5347: TGME49_306650
1_5348: TGME49_306660
1_5349: TGME49_306670
1_5350: TGME49_306680
1_5351: TGME49_306688
1_5352: TGME49_306692
1_5353: TGME49_306700
1_5354: TGME49_306710
1_5355: TGME49_306720
1_5356: TGME49_306730
1_5357: TGME49_307570
1_5358: TGME49_307575
1_5359: TGME49_307580
1_5360: TGME49_307590
1_5361: TGME49_307600
1_5362: TGME49_307603
1_5363: TGME49_307605
1_5364: TGME49_307610
1_5365: TGME49_307620
1_5366: TGME49_307630
1_5367: TGME49_307640
1_5368: TGME49_307650
1_5369: TGME49_200590
1_5370: TGME49_200595
1_5371: TGME49_200600
1_5372: TGME49_200700
1_5373: TGME49_207005
1_5374: TGME49_207010
1_5375: TGME49_207015
1_5376: TGME49_207020
1_5377: TGME49_207030
1_5378: TGME49_207040
1_5379: TGME49_207050
1_5380: TGME49_207060
1_5381: TGME49_207065
1_5382: TGME49_207070
1_5383: TGME49_207080
1_5384: TGME49_207100
1_5385: TGME49_207110
1_5386: TGME49_207120
1_5387: TGME49_207130
1_5388: TGME49_207140
1_5389: TGME49_207150
1_5390: TGME49_207160
1_5391: TGME49_207170
1_5392: TGME49_207180
1_5393: TGME49_207200
1_5394: TGME49_207210
1_5395: TGME49_207230
1_5396: TGME49_207240
1_5397: TGME49_207250
1_5398: TGME49_211850
1_5399: TGME49_211860
1_5400: TGME49_211870
1_5401: TGME49_211880
1_5402: TGME49_211890
1_5403: TGME49_211910
1_5404: TGME49_211920
1_5405: TGME49_212030
1_5406: TGME49_212045
1_5407: TGME49_212060
1_5408: TGME49_212075
1_5409: TGME49_212090
1_5410: TGME49_212100
1_5411: TGME49_212110
1_5412: TGME49_212130
1_5413: TGME49_212140
1_5414: TGME49_212145
1_5415: TGME49_212150
1_5416: TGME49_212160
1_5417: TGME49_212170
1_5418: TGME49_212180
1_5419: TGME49_212190
1_5420: TGME49_212200
1_5421: TGME49_212210
1_5422: TGME49_212220
1_5423: TGME49_212240
1_5424: TGME49_212250
1_5425: TGME49_212260
1_5426: TGME49_212270
1_5427: TGME49_212275
1_5428: TGME49_212280
1_5429: TGME49_212290
1_5430: TGME49_212300
1_5431: TGME49_212310
1_5432: TGME49_214070
1_5433: TGME49_214080
1_5434: TGME49_214090
1_5435: TGME49_214100
1_5436: TGME49_214110
1_5437: TGME49_214115
1_5438: TGME49_214120
1_5439: TGME49_214130
1_5440: TGME49_214140
1_5441: TGME49_214150
1_5442: TGME49_214160
1_5443: TGME49_214170
1_5444: TGME49_214180
1_5445: TGME49_214190
1_5446: TGME49_214200
1_5447: TGME49_214210
1_5448: TGME49_214220
1_5449: TGME49_214230
1_5450: TGME49_214240
1_5451: TGME49_214250
1_5452: TGME49_214260
1_5453: TGME49_214270
1_5454: TGME49_214280
1_5455: TGME49_214290
1_5456: TGME49_214295
1_5457: TGME49_214300
1_5458: TGME49_214310
1_5459: TGME49_214320
1_5460: TGME49_214330
1_5461: TGME49_214340
1_5462: TGME49_214350
1_5463: TGME49_214370
1_5464: TGME49_214380
1_5465: TGME49_214385
1_5466: TGME49_214390
1_5467: TGME49_214400
1_5468: TGME49_214410
1_5469: TGME49_214420
1_5470: TGME49_214430
1_5471: TGME49_214440
1_5472: TGME49_214470
1_5473: TGME49_214480
1_5474: TGME49_214490
1_5475: TGME49_214500
1_5476: TGME49_214510
1_5477: TGME49_214520
1_5478: TGME49_214530
1_5479: TGME49_214540
1_5480: TGME49_214545
1_5481: TGME49_214550
1_5482: TGME49_214560
1_5483: TGME49_214570
1_5484: TGME49_214575
1_5485: TGME49_214580
1_5486: TGME49_214590
1_5487: TGME49_214600
1_5488: TGME49_214610
1_5489: TGME49_214620
1_5490: TGME49_214630
1_5491: TGME49_214740
1_5492: TGME49_214750
1_5493: TGME49_214760
1_5494: TGME49_214770
1_5495: TGME49_214780
1_5496: TGME49_214783
1_5497: TGME49_214787
1_5498: TGME49_214790
1_5499: TGME49_214800
1_5500: TGME49_214810
1_5501: TGME49_214820
1_5502: TGME49_214830
1_5503: TGME49_214835
1_5504: TGME49_214840
1_5505: TGME49_214850
1_5506: TGME49_214860
1_5507: TGME49_214870
1_5508: TGME49_214880
1_5509: TGME49_214900
1_5510: TGME49_214910
1_5511: TGME49_214920
1_5512: TGME49_214930
1_5513: TGME49_214940
1_5514: TGME49_214950
1_5515: TGME49_214960
1_5516: TGME49_214970
1_5517: TGME49_214980
1_5518: TGME49_214990
1_5519: TGME49_215010
1_5520: TGME49_215020
1_5521: TGME49_215030
1_5522: TGME49_215040
1_5523: TGME49_215050
1_5524: TGME49_215055
1_5525: TGME49_215060
1_5526: TGME49_215070
1_5527: TGME49_215080
1_5528: TGME49_215090
1_5529: TGME49_215100
1_5530: TGME49_215130
1_5531: TGME49_215140
1_5532: TGME49_215150
1_5533: TGME49_215160
1_5534: TGME49_215165
1_5535: TGME49_215170
1_5536: TGME49_215180
1_5537: TGME49_215185
1_5538: TGME49_215195
1_5539: TGME49_215210
1_5540: TGME49_215220
1_5541: TGME49_215230
1_5542: TGME49_215250
1_5543: TGME49_215260
1_5544: TGME49_215270
1_5545: TGME49_215280
1_5546: TGME49_215290
1_5547: TGME49_215300
1_5548: TGME49_215320
1_5549: TGME49_215328
1_5550: TGME49_215340
1_5551: TGME49_215343
1_5552: TGME49_215347
1_5553: TGME49_215350
1_5554: TGME49_215360
1_5555: TGME49_215370
1_5556: TGME49_215380
1_5557: TGME49_215385
1_5558: TGME49_215390
1_5559: TGME49_215400
1_5560: TGME49_215410
1_5561: TGME49_215420
1_5562: TGME49_215425
1_5563: TGME49_215430
1_5564: TGME49_215440
1_5565: TGME49_215450
1_5566: TGME49_215460
1_5567: TGME49_215470
1_5568: TGME49_215480
1_5569: TGME49_215490
1_5570: TGME49_215500
1_5571: TGME49_215510
1_5572: TGME49_215520
1_5573: TGME49_215530
1_5574: TGME49_215540
1_5575: TGME49_215550
1_5576: TGME49_215560
1_5577: TGME49_215570
1_5578: TGME49_215580
1_5579: TGME49_215590
1_5580: TGME49_215600
1_5581: TGME49_215610
1_5582: TGME49_215620
1_5583: TGME49_215640
1_5584: TGME49_215650
1_5585: TGME49_215660
1_5586: TGME49_215670
1_5587: TGME49_215680
1_5588: TGME49_215690
1_5589: TGME49_215700
1_5590: TGME49_215710
1_5591: TGME49_215730
1_5592: TGME49_215740
1_5593: TGME49_215750
1_5594: TGME49_215775
1_5595: TGME49_215785
1_5596: TGME49_220025
1_5597: TGME49_223258
1_5598: TGME49_223262
1_5599: TGME49_223270
1_5600: TGME49_223390
1_5601: TGME49_223400
1_5602: TGME49_223410
1_5603: TGME49_223420
1_5604: TGME49_223430
1_5605: TGME49_223440
1_5606: TGME49_223450
1_5607: TGME49_223470
1_5608: TGME49_223480
1_5609: TGME49_223485
1_5610: TGME49_223490
1_5611: TGME49_223500
1_5612: TGME49_223510
1_5613: TGME49_223520
1_5614: TGME49_223530
1_5615: TGME49_223540
1_5616: TGME49_223550
1_5617: TGME49_223560
1_5618: TGME49_223570
1_5619: TGME49_223580
1_5620: TGME49_223590
1_5621: TGME49_223600
1_5622: TGME49_223610
1_5623: TGME49_223620
1_5624: TGME49_223630
1_5625: TGME49_223640
1_5626: TGME49_223650
1_5627: TGME49_223660
1_5628: TGME49_223668
1_5629: TGME49_223672
1_5630: TGME49_223680
1_5631: TGME49_223685
1_5632: TGME49_223690
1_5633: TGME49_223700
1_5634: TGME49_223710
1_5635: TGME49_223725
1_5636: TGME49_223750
1_5637: TGME49_223760
1_5638: TGME49_223770
1_5639: TGME49_223780
1_5640: TGME49_223790
1_5641: TGME49_223800
1_5642: TGME49_223810
1_5643: TGME49_223830
1_5644: TGME49_223840
1_5645: TGME49_223845
1_5646: TGME49_223855
1_5647: TGME49_223870
1_5648: TGME49_223880
1_5649: TGME49_223900
1_5650: TGME49_223910
1_5651: TGME49_223915
1_5652: TGME49_223920
1_5653: TGME49_223930
1_5654: TGME49_223940
1_5655: TGME49_223950
1_5656: TGME49_223960
1_5657: TGME49_223970
1_5658: TGME49_223985
1_5659: TGME49_224000
1_5660: TGME49_224010
1_5661: TGME49_224020
1_5662: TGME49_224030
1_5663: TGME49_224040
1_5664: TGME49_224050
1_5665: TGME49_224060
1_5666: TGME49_224070
1_5667: TGME49_224080
1_5668: TGME49_224090
1_5669: TGME49_224100
1_5670: TGME49_224110
1_5671: TGME49_224130
1_5672: TGME49_224140
1_5673: TGME49_224150
1_5674: TGME49_224160
1_5675: TGME49_224170
1_5676: TGME49_224180
1_5677: TGME49_224190
1_5678: TGME49_224200
1_5679: TGME49_224205
1_5680: TGME49_224210
1_5681: TGME49_224220
1_5682: TGME49_224230
1_5683: TGME49_224235
1_5684: TGME49_224240
1_5685: TGME49_224250
1_5686: TGME49_224260
1_5687: TGME49_224270
1_5688: TGME49_224275
1_5689: TGME49_224280
1_5690: TGME49_224290
1_5691: TGME49_224310
1_5692: TGME49_224320
1_5693: TGME49_224330
1_5694: TGME49_224340
1_5695: TGME49_224350
1_5696: TGME49_224460
1_5697: TGME49_224470
1_5698: TGME49_224480
1_5699: TGME49_224490
1_5700: TGME49_224510
1_5701: TGME49_224520
1_5702: TGME49_224530
1_5703: TGME49_224540
1_5704: TGME49_224560
1_5705: TGME49_224570
1_5706: TGME49_224575
1_5707: TGME49_224580
1_5708: TGME49_224590
1_5709: TGME49_224600
1_5710: TGME49_224610
1_5711: TGME49_224620
1_5712: TGME49_224630
1_5713: TGME49_224650
1_5714: TGME49_224660
1_5715: TGME49_224670
1_5716: TGME49_224675
1_5717: TGME49_224680
1_5718: TGME49_224700
1_5719: TGME49_224710
1_5720: TGME49_224720
1_5721: TGME49_224730
1_5722: TGME49_224740
1_5723: TGME49_224750
1_5724: TGME49_224760
1_5725: TGME49_224770
1_5726: TGME49_224780
1_5727: TGME49_224790
1_5728: TGME49_224800
1_5729: TGME49_224810
1_5730: TGME49_224820
1_5731: TGME49_224830
1_5732: TGME49_224840
1_5733: TGME49_224845
1_5734: TGME49_224850
1_5735: TGME49_224860
1_5736: TGME49_224870
1_5737: TGME49_224880
1_5738: TGME49_224890
1_5739: TGME49_224900
1_5740: TGME49_224905
1_5741: TGME49_224910
1_5742: TGME49_224920
1_5743: TGME49_224928
1_5744: TGME49_224932
1_5745: TGME49_224935
1_5746: TGME49_224940
1_5747: TGME49_224950
1_5748: TGME49_224960
1_5749: TGME49_224970
1_5750: TGME49_224980
1_5751: TGME49_224990
1_5752: TGME49_225000
1_5753: TGME49_225005
1_5754: TGME49_225010
1_5755: TGME49_225020
1_5756: TGME49_225028
1_5757: TGME49_225032
1_5758: TGME49_225050
1_5759: TGME49_225060
1_5760: TGME49_225070
1_5761: TGME49_225080
1_5762: TGME49_225090
1_5763: TGME49_225098
1_5764: TGME49_225102
1_5765: TGME49_225105
1_5766: TGME49_225108
1_5767: TGME49_225110
1_5768: TGME49_225120
1_5769: TGME49_225125
1_5770: TGME49_225130
1_5771: TGME49_225140
1_5772: TGME49_225150
1_5773: TGME49_225160
1_5774: TGME49_225170
1_5775: TGME49_225190
1_5776: TGME49_225200
1_5777: TGME49_225210
1_5778: TGME49_225220
1_5779: TGME49_225230
1_5780: TGME49_225240
1_5781: TGME49_225250
1_5782: TGME49_225260
1_5783: TGME49_225270
1_5784: TGME49_225280
1_5785: TGME49_225290
1_5786: TGME49_225300
1_5787: TGME49_225310
1_5788: TGME49_225315
1_5789: TGME49_225320
1_5790: TGME49_225330
1_5791: TGME49_225340
1_5792: TGME49_225350
1_5793: TGME49_225360
1_5794: TGME49_225370
1_5795: TGME49_225380
1_5796: TGME49_225400
1_5797: TGME49_225410
1_5798: TGME49_225413
1_5799: TGME49_225420
1_5800: TGME49_225430
1_5801: TGME49_225435
1_5802: TGME49_225440
1_5803: TGME49_225450
1_5804: TGME49_225460
1_5805: TGME49_225470
1_5806: TGME49_225480
1_5807: TGME49_225490
1_5808: TGME49_225500
1_5809: TGME49_225510
1_5810: TGME49_225520
1_5811: TGME49_225530
1_5812: TGME49_225540
1_5813: TGME49_225550
1_5814: TGME49_225555
1_5815: TGME49_225560
1_5816: TGME49_225570
1_5817: TGME49_225580
1_5818: TGME49_225590
1_5819: TGME49_225680
1_5820: TGME49_225690
1_5821: TGME49_225710
1_5822: TGME49_225720
1_5823: TGME49_225730
1_5824: TGME49_225745
1_5825: TGME49_225770
1_5826: TGME49_225780
1_5827: TGME49_225790
1_5828: TGME49_225800
1_5829: TGME49_225810
1_5830: TGME49_225820
1_5831: TGME49_225830
1_5832: TGME49_225840
1_5833: TGME49_225850
1_5834: TGME49_225860
1_5835: TGME49_225870
1_5836: TGME49_225880
1_5837: TGME49_225890
1_5838: TGME49_225900
1_5839: TGME49_225905
1_5840: TGME49_225910
1_5841: TGME49_225920
1_5842: TGME49_225930
1_5843: TGME49_225940
1_5844: TGME49_225950
1_5845: TGME49_225953
1_5846: TGME49_225955
1_5847: TGME49_225958
1_5848: TGME49_225960
1_5849: TGME49_225970
1_5850: TGME49_225980
1_5851: TGME49_225990
1_5852: TGME49_226000
1_5853: TGME49_226010
1_5854: TGME49_226020
1_5855: TGME49_226030
1_5856: TGME49_226040
1_5857: TGME49_226050
1_5858: TGME49_226060
1_5859: TGME49_226068
1_5860: TGME49_226072
1_5861: TGME49_226080
1_5862: TGME49_226090
1_5863: TGME49_226100
1_5864: TGME49_226110
1_5865: TGME49_226220
1_5866: TGME49_226230
1_5867: TGME49_226240
1_5868: TGME49_226245
1_5869: TGME49_226250
1_5870: TGME49_226260
1_5871: TGME49_226270
1_5872: TGME49_226280
1_5873: TGME49_226290
1_5874: TGME49_226300
1_5875: TGME49_226310
1_5876: TGME49_226320
1_5877: TGME49_226330
1_5878: TGME49_226340
1_5879: TGME49_226350
1_5880: TGME49_226370
1_5881: TGME49_226380
1_5882: TGME49_226385
1_5883: TGME49_226390
1_5884: TGME49_226400
1_5885: TGME49_226410
1_5886: TGME49_226420
1_5887: TGME49_226430
1_5888: TGME49_226440
1_5889: TGME49_226450
1_5890: TGME49_226460
1_5891: TGME49_226470
1_5892: TGME49_226480
1_5893: TGME49_226490
1_5894: TGME49_226500
1_5895: TGME49_226510
1_5896: TGME49_226515
1_5897: TGME49_226520
1_5898: TGME49_226532
1_5899: TGME49_226540
1_5900: TGME49_226550
1_5901: TGME49_226560
1_5902: TGME49_226565
1_5903: TGME49_226570
1_5904: TGME49_226580
1_5905: TGME49_226590
1_5906: TGME49_226600
1_5907: TGME49_226610
1_5908: TGME49_226620
1_5909: TGME49_226640
1_5910: TGME49_226650
1_5911: TGME49_226660
1_5912: TGME49_226670
1_5913: TGME49_226680
1_5914: TGME49_226690
1_5915: TGME49_226700
1_5916: TGME49_226705
1_5917: TGME49_226710
1_5918: TGME49_226720
1_5919: TGME49_226730
1_5920: TGME49_226740
1_5921: TGME49_226755
1_5922: TGME49_226780
1_5923: TGME49_226790
1_5924: TGME49_226800
1_5925: TGME49_226810
1_5926: TGME49_226820
1_5927: TGME49_226825
1_5928: TGME49_226830
1_5929: TGME49_226840
1_5930: TGME49_226850
1_5931: TGME49_226860
1_5932: TGME49_226870
1_5933: TGME49_226880
1_5934: TGME49_226890
1_5935: TGME49_226900
1_5936: TGME49_226910
1_5937: TGME49_226920
1_5938: TGME49_226925
1_5939: TGME49_226930
1_5940: TGME49_226940
1_5941: TGME49_226950
1_5942: TGME49_226960
1_5943: TGME49_226970
1_5944: TGME49_226980
1_5945: TGME49_226985
1_5946: TGME49_226990
1_5947: TGME49_227000
1_5948: TGME49_227010
1_5949: TGME49_227015
1_5950: TGME49_227020
1_5951: TGME49_227030
1_5952: TGME49_227040
1_5953: TGME49_227050
1_5954: TGME49_227060
1_5955: TGME49_227070
1_5956: TGME49_227080
1_5957: TGME49_227090
1_5958: TGME49_227100
1_5959: TGME49_227115
1_5960: TGME49_227130
1_5961: TGME49_227140
1_5962: TGME49_227150
1_5963: TGME49_227260
1_5964: TGME49_227270
1_5965: TGME49_227275
1_5966: TGME49_227280
1_5967: TGME49_227290
1_5968: TGME49_227300
1_5969: TGME49_227310
1_5970: TGME49_227320
1_5971: TGME49_227330
1_5972: TGME49_227335
1_5973: TGME49_227350
1_5974: TGME49_227360
1_5975: TGME49_227370
1_5976: TGME49_227380
1_5977: TGME49_227390
1_5978: TGME49_227400
1_5979: TGME49_227410
1_5980: TGME49_227420
1_5981: TGME49_227430
1_5982: TGME49_227440
1_5983: TGME49_227450
1_5984: TGME49_227560
1_5985: TGME49_227570
1_5986: TGME49_227580
1_5987: TGME49_227590
1_5988: TGME49_227600
1_5989: TGME49_227610
1_5990: TGME49_227615
1_5991: TGME49_227620
1_5992: TGME49_227630
1_5993: TGME49_227640
1_5994: TGME49_227650
1_5995: TGME49_227660
1_5996: TGME49_227780
1_5997: TGME49_227790
1_5998: TGME49_227800
1_5999: TGME49_227810
1_6000: TGME49_227820
1_6001: TGME49_227830
1_6002: TGME49_227840
1_6003: TGME49_227850
1_6004: TGME49_227860
1_6005: TGME49_227870
1_6006: TGME49_227875
1_6007: TGME49_227880
1_6008: TGME49_227890
1_6009: TGME49_227900
1_6010: TGME49_227910
1_6011: TGME49_227920
1_6012: TGME49_227930
1_6013: TGME49_227940
1_6014: TGME49_227948
1_6015: TGME49_227952
1_6016: TGME49_227960
1_6017: TGME49_227970
1_6018: TGME49_227980
1_6019: TGME49_227990
1_6020: TGME49_227995
1_6021: TGME49_228000
1_6022: TGME49_228010
1_6023: TGME49_228020
1_6024: TGME49_228030
1_6025: TGME49_228040
1_6026: TGME49_228050
1_6027: TGME49_228060
1_6028: TGME49_228065
1_6029: TGME49_228070
1_6030: TGME49_228080
1_6031: TGME49_228100
1_6032: TGME49_228110
1_6033: TGME49_228120
1_6034: TGME49_228130
1_6035: TGME49_228140
1_6036: TGME49_228145
1_6037: TGME49_228150
1_6038: TGME49_228160
1_6039: TGME49_228170
1_6040: TGME49_228175
1_6041: TGME49_228180
1_6042: TGME49_228190
1_6043: TGME49_228200
1_6044: TGME49_228210
1_6045: TGME49_228220
1_6046: TGME49_228230
1_6047: TGME49_228240
1_6048: TGME49_228250
1_6049: TGME49_228270
1_6050: TGME49_228280
1_6051: TGME49_228290
1_6052: TGME49_228300
1_6053: TGME49_228310
1_6054: TGME49_228320
1_6055: TGME49_228330
1_6056: TGME49_228340
1_6057: TGME49_228350
1_6058: TGME49_228360
1_6059: TGME49_228370
1_6060: TGME49_228380
1_6061: TGME49_228390
1_6062: TGME49_228395
1_6063: TGME49_228400
1_6064: TGME49_228410
1_6065: TGME49_228420
1_6066: TGME49_228430
1_6067: TGME49_228440
1_6068: TGME49_228460
1_6069: TGME49_228470
1_6070: TGME49_228480
1_6071: TGME49_228490
1_6072: TGME49_228500
1_6073: TGME49_228510
1_6074: TGME49_228620
1_6075: TGME49_228630
1_6076: TGME49_228640
1_6077: TGME49_228660
1_6078: TGME49_228670
1_6079: TGME49_228680
1_6080: TGME49_228690
1_6081: TGME49_228710
1_6082: TGME49_228720
1_6083: TGME49_228730
1_6084: TGME49_228750
1_6085: TGME49_228760
1_6086: TGME49_228770
1_6087: TGME49_228780
1_6088: TGME49_234165
1_6089: TGME49_234180
1_6090: TGME49_234190
1_6091: TGME49_234200
1_6092: TGME49_234220
1_6093: TGME49_234230
1_6094: TGME49_234250
1_6095: TGME49_234260
1_6096: TGME49_234270
1_6097: TGME49_234280
1_6098: TGME49_234300
1_6099: TGME49_234310
1_6100: TGME49_234340
1_6101: TGME49_234350
1_6102: TGME49_234360
1_6103: TGME49_234370
1_6104: TGME49_234375
1_6105: TGME49_234380
1_6106: TGME49_234390
1_6107: TGME49_234400
1_6108: TGME49_234410
1_6109: TGME49_234420
1_6110: TGME49_234430
1_6111: TGME49_234440
1_6112: TGME49_234450
1_6113: TGME49_234460
1_6114: TGME49_234470
1_6115: TGME49_234490
1_6116: TGME49_234505
1_6117: TGME49_234507
1_6118: TGME49_234510
1_6119: TGME49_234520
1_6120: TGME49_234530
1_6121: TGME49_234540
1_6122: TGME49_234550
1_6123: TGME49_234560
1_6124: TGME49_234570
1_6125: TGME49_234580
1_6126: TGME49_234590
1_6127: TGME49_234600
